,iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_cases_per_million,new_cases_per_million,total_deaths_per_million,new_deaths_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,tests_per_case,positive_rate,tests_units,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy
15017,IND,Asia,India,737575,173763,7964,4971,265,125.915,5.771,3.602,0.192,127761,3611599,2.617,0.093,110972,0.08,15.963,0.063,samples tested,79.17,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15018,IND,Asia,India,737576,182143,8380,5164,193,131.987,6.072,3.742,0.14,125428,3737027,2.708,0.091,113372,0.082,15.785,0.063,samples tested,79.17,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15019,IND,Asia,India,737577,190535,8392,5394,230,138.068,6.081,3.909,0.167,100180,3837207,2.781,0.073,114802,0.083,15.547,0.064,samples tested,75.46,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15020,IND,Asia,India,737578,198706,8171,5598,204,143.989,5.921,4.057,0.148,128868,3966075,2.874,0.093,119994,0.087,15.751,0.063,samples tested,75.46,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15021,IND,Asia,India,737579,207615,8909,5815,217,150.445,6.456,4.214,0.157,137158,4103233,2.973,0.099,123010,0.089,15.418,0.065,samples tested,75.46,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15022,IND,Asia,India,737580,216919,9304,6075,260,157.187,6.742,4.402,0.188,139485,4242718,3.074,0.101,125797,0.091,15.031,0.067,samples tested,75.46,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15023,IND,Asia,India,737581,226770,9851,6348,273,164.326,7.138,4.6,0.198,143661,4386379,3.179,0.104,128934,0.093,14.803,0.068,samples tested,75.46,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15024,IND,Asia,India,737582,236657,9887,6642,294,171.49,7.164,4.813,0.213,137938,4524317,3.278,0.1,130388,0.094,14.512,0.069,samples tested,75.46,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15025,IND,Asia,India,737583,246628,9971,6929,287,178.715,7.225,5.021,0.208,142069,4666386,3.381,0.103,132766,0.096,14.412,0.069,samples tested,75.46,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15026,IND,Asia,India,737584,256611,9983,7135,206,185.949,7.234,5.17,0.149,108048,4774434,3.46,0.078,133890,0.097,14.184,0.071,samples tested,75.46,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15027,IND,Asia,India,737585,266598,9987,7466,331,193.186,7.237,5.41,0.24,141682,4916116,3.562,0.103,135720,0.098,13.993,0.071,samples tested,76.85,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15028,IND,Asia,India,737586,276583,9985,7745,279,200.422,7.235,5.612,0.202,145216,5061332,3.668,0.105,136871,0.099,13.892,0.072,samples tested,76.85,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15029,IND,Asia,India,737587,286579,9996,8102,357,207.665,7.243,5.871,0.259,151808,5213140,3.778,0.11,138632,0.1,13.931,0.072,samples tested,76.85,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15030,IND,Asia,India,737588,297535,10956,8498,396,215.604,7.939,6.158,0.287,150305,5363445,3.887,0.109,139581,0.101,13.807,0.072,samples tested,76.85,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15031,IND,Asia,India,737589,308993,11458,8884,386,223.907,8.303,6.438,0.28,143737,5507182,3.991,0.104,140409,0.102,13.587,0.074,samples tested,76.85,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15032,IND,Asia,India,737590,320922,11929,9195,311,232.551,8.644,6.663,0.225,151432,5658614,4.1,0.11,141747,0.103,13.355,0.075,samples tested,76.85,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15033,IND,Asia,India,737591,332424,11502,9520,325,240.886,8.335,6.899,0.236,115519,5774133,4.184,0.084,142814,0.103,13.186,0.076,samples tested,76.85,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15034,IND,Asia,India,737592,343091,10667,9900,380,248.616,7.73,7.174,0.275,146936,5921069,4.291,0.106,143565,0.104,13.138,0.076,samples tested,76.85,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15035,IND,Asia,India,737593,354065,10974,11903,2003,256.568,7.952,8.625,1.451,163187,6084256,4.409,0.118,146132,0.106,13.202,0.076,samples tested,76.85,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15036,IND,Asia,India,737594,366946,12881,12237,334,265.902,9.334,8.867,0.242,165412,6249668,4.529,0.12,148075,0.107,12.897,0.078,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15037,IND,Asia,India,737595,380532,13586,12573,336,275.747,9.845,9.111,0.243,176959,6426627,4.657,0.128,151883,0.11,12.81,0.078,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15038,IND,Asia,India,737596,395048,14516,12948,375,286.266,10.519,9.383,0.272,189869,6616496,4.795,0.138,158473,0.115,12.891,0.078,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15039,IND,Asia,India,737597,410461,15413,13254,306,297.435,11.169,9.604,0.222,190730,6807226,4.933,0.138,164087,0.119,12.828,0.078,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15040,IND,Asia,India,737598,425282,14821,13699,445,308.174,10.74,9.927,0.322,143267,6950493,5.037,0.104,168051,0.122,12.668,0.079,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15041,IND,Asia,India,737599,440215,14933,14011,312,318.995,10.821,10.153,0.226,187223,7137716,5.172,0.136,173807,0.126,12.527,0.08,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15042,IND,Asia,India,737600,456183,15968,14476,465,330.566,11.571,10.49,0.337,215195,7352911,5.328,0.156,181236,0.131,12.423,0.08,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15043,IND,Asia,India,737601,473105,16922,14894,418,342.829,12.262,10.793,0.303,207871,7560782,5.479,0.151,187302,0.136,12.35,0.081,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15044,IND,Asia,India,737602,490401,17296,15301,407,355.362,12.533,11.088,0.295,215446,7776228,5.635,0.156,192800,0.14,12.284,0.081,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15045,IND,Asia,India,737603,508953,18552,15685,384,368.805,13.443,11.366,0.278,220479,7996707,5.795,0.16,197173,0.143,12.117,0.083,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15046,IND,Asia,India,737604,528859,19906,16095,410,383.23,14.425,11.663,0.297,231095,8227802,5.962,0.167,202939,0.147,11.998,0.083,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15047,IND,Asia,India,737605,548318,19459,16475,380,397.331,14.101,11.938,0.275,170560,8398362,6.086,0.124,206838,0.15,11.768,0.085,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15048,IND,Asia,India,737606,566840,18522,16893,418,410.752,13.422,12.241,0.303,210292,8608654,6.238,0.152,210134,0.152,11.616,0.086,samples tested,76.39,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15049,IND,Asia,India,737607,585493,18653,17400,507,424.269,13.517,12.609,0.367,217931,8826585,6.396,0.158,210525,0.153,11.396,0.088,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15050,IND,Asia,India,737608,604641,19148,17834,434,438.144,13.875,12.923,0.314,229588,9056173,6.562,0.166,213627,0.155,11.369,0.088,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15051,IND,Asia,India,737609,625544,20903,18213,379,453.291,15.147,13.198,0.275,241576,9297749,6.737,0.175,217360,0.158,11.259,0.089,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15052,IND,Asia,India,737610,648315,22771,18655,442,469.792,16.501,13.518,0.32,242383,9540132,6.913,0.176,220489,0.16,11.075,0.09,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15053,IND,Asia,India,737611,673165,24850,19268,613,487.799,18.007,13.962,0.444,248934,9789066,7.094,0.18,223038,0.162,10.819,0.092,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15054,IND,Asia,India,737612,697413,24248,19693,425,505.37,17.571,14.27,0.308,180596,9969662,7.224,0.131,224471,0.163,10.539,0.095,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15055,IND,Asia,India,737613,719665,22252,20160,467,521.495,16.125,14.609,0.338,241430,10211092,7.399,0.175,228920,0.166,10.485,0.095,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15056,IND,Asia,India,737614,742417,22752,20642,482,537.982,16.487,14.958,0.349,262679,10473771,7.59,0.19,235312,0.171,10.497,0.095,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15057,IND,Asia,India,737615,767296,24879,21129,487,556.01,18.028,15.311,0.353,267061,10740832,7.783,0.194,240666,0.174,10.357,0.097,samples tested,74.07,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15058,IND,Asia,India,737616,793802,26506,21604,475,575.217,19.207,15.655,0.344,283659,11024491,7.989,0.206,246677,0.179,10.262,0.097,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15059,IND,Asia,India,737617,820916,27114,22123,519,594.865,19.648,16.031,0.376,282511,11307002,8.193,0.205,252410,0.183,10.237,0.098,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15060,IND,Asia,India,737618,849553,28637,22674,551,615.616,20.751,16.43,0.399,280151,11587153,8.396,0.203,256870,0.186,10.194,0.098,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15061,IND,Asia,India,737619,878254,28701,23174,500,636.414,20.798,16.793,0.362,219103,11806256,8.555,0.159,262371,0.19,10.156,0.098,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15062,IND,Asia,India,737620,906752,28498,23727,553,657.065,20.651,17.193,0.401,286247,12092503,8.763,0.207,268773,0.195,10.056,0.099,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15063,IND,Asia,India,737621,936181,29429,24309,582,678.39,21.325,17.615,0.422,320161,12412664,8.995,0.232,276985,0.201,10.006,0.1,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15064,IND,Asia,India,737622,968876,32695,24915,606,702.082,23.692,18.054,0.439,326826,12739490,9.231,0.237,285523,0.207,9.915,0.101,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15065,IND,Asia,India,737623,1003832,34956,25602,687,727.412,25.33,18.552,0.498,333228,13072718,9.473,0.241,292604,0.212,9.752,0.103,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15066,IND,Asia,India,737624,1038716,34884,26273,671,752.69,25.278,19.038,0.486,361024,13433742,9.735,0.262,303820,0.22,9.765,0.102,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15067,IND,Asia,India,737625,1077618,38902,26816,543,780.88,28.19,19.432,0.393,358127,13791869,9.994,0.26,314959,0.228,9.667,0.103,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15068,IND,Asia,India,737626,1118043,40425,27497,681,810.174,29.293,19.925,0.493,256039,14047908,10.18,0.186,320236,0.232,9.348,0.107,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15069,IND,Asia,India,737627,1155191,37148,28084,587,837.092,26.919,20.351,0.425,333395,14381303,10.421,0.242,326971,0.237,9.213,0.109,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15070,IND,Asia,India,737628,1192915,37724,28732,648,864.428,27.336,20.82,0.47,343243,14724546,10.67,0.249,330269,0.239,9.005,0.111,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15071,IND,Asia,India,737629,1238635,45720,29861,1129,897.559,33.13,21.638,0.818,350823,15075369,10.924,0.254,333697,0.242,8.659,0.115,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15072,IND,Asia,India,737630,1287945,49310,30601,740,933.291,35.732,22.175,0.536,352801,15428170,11.18,0.256,336493,0.244,8.291,0.121,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15073,IND,Asia,India,737631,1336861,48916,31358,757,968.737,35.446,22.723,0.549,420898,15849068,11.485,0.305,345047,0.25,8.101,0.123,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15074,IND,Asia,India,737632,1385522,48661,32063,705,1003.998,35.261,23.234,0.511,442263,16291331,11.805,0.32,357066,0.259,8.118,0.123,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15075,IND,Asia,India,737633,1435453,49931,32771,708,1040.18,36.182,23.747,0.513,515472,16806803,12.179,0.374,394128,0.286,8.692,0.115,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15076,IND,Asia,India,737634,1483156,47703,33425,654,1074.747,34.567,24.221,0.474,528082,17334885,12.561,0.383,421940,0.306,9.006,0.111,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15077,IND,Asia,India,737635,1531669,48513,34193,768,1109.902,35.154,24.777,0.557,408855,17743740,12.858,0.296,431313,0.313,8.913,0.112,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15078,IND,Asia,India,737636,1583792,52123,34968,775,1147.672,37.77,25.339,0.562,446642,18190382,13.181,0.324,445002,0.322,9.025,0.111,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15079,IND,Asia,India,737637,1638870,55078,35747,779,1187.583,39.911,25.904,0.564,642588,18832970,13.647,0.466,486400,0.352,9.702,0.103,samples tested,77.78,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15080,IND,Asia,India,737638,1695988,57118,36511,764,1228.973,41.39,26.457,0.554,525689,19358659,14.028,0.381,501370,0.363,9.773,0.102,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15081,IND,Asia,India,737639,1750723,54735,37364,853,1268.636,39.663,27.075,0.618,463172,19821831,14.364,0.336,504357,0.365,9.667,0.103,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15082,IND,Asia,India,737640,1803695,52972,38135,771,1307.021,38.385,27.634,0.559,381027,20202858,14.64,0.276,485151,0.352,9.222,0.108,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15083,IND,Asia,India,737641,1855745,52050,38938,803,1344.738,37.717,28.216,0.582,661892,20864750,15.119,0.48,504266,0.365,9.474,0.106,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15084,IND,Asia,India,737642,1908254,52509,39795,857,1382.788,38.05,28.837,0.621,619652,21484402,15.568,0.449,534380,0.387,9.933,0.101,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15085,IND,Asia,India,737643,1964536,56282,40699,904,1423.572,40.784,29.492,0.655,664949,22149351,16.05,0.482,565567,0.41,10.398,0.096,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15086,IND,Asia,India,737644,2027074,62538,41585,886,1468.89,45.317,30.134,0.642,639042,22788393,16.513,0.463,565060,0.409,10.189,0.098,samples tested,79.63,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
15087,IND,Asia,India,737645,2088611,61537,42518,933,1513.481,44.592,30.81,0.676,128314.5,3787117,2.7445,0.093,1125,0.079,9.667,0.062,samples tested,10.19,1380004385,450.419,28.2,5.989,3.414,6426.674,21.2,282.28,10.39,1.9,20.6,59.55,0.53,69.66
